"GEO_ID","NAME","P003001","P003002","P003003","P003004","P003005","P003006","P003007","P003008"
"id","Geographic Area Name","Total","Total!!White alone","Total!!Black or African American alone","Total!!American Indian and Alaska Native alone","Total!!Asian alone","Total!!Native Hawaiian and Other Pacific Islander alone","Total!!Some Other Race alone","Total!!Two or More Races"
"1600000US1872296","Spring Lake town, Indiana","218","209","1","1","0","0","1","6"
"1600000US1872332","Springport town, Indiana","149","144","0","0","0","0","0","5"
"1600000US1872440","Spurgeon town, Indiana","207","198","0","0","0","0","8","1"
"1600000US1872764","State Line City town, Indiana","143","141","1","0","0","0","0","1"
"1600000US1872782","Staunton town, Indiana","534","525","0","0","0","0","8","1"
"1600000US1873178","Stilesville town, Indiana","316","312","1","0","0","0","3","0"
"1600000US1873232","Stinesville town, Indiana","198","193","0","0","0","1","2","2"
"1600000US1873340","Stockwell CDP, Indiana","545","525","1","1","4","0","8","6"
"1600000US1873664","Straughn town, Indiana","222","221","0","0","0","0","1","0"
"1600000US1874168","Sunman town, Indiana","1049","998","6","0","2","0","28","15"
"1600000US1874006","Sullivan city, Indiana","4249","4151","5","19","8","0","15","51"
"1600000US1874060","Sulphur Springs town, Indiana","399","394","0","0","0","0","1","4"
"1600000US1874132","Summitville town, Indiana","967","934","7","1","0","0","14","11"
"1600000US1874510","Swayzee town, Indiana","981","958","3","3","1","0","2","14"
"1600000US1874546","Sweetser town, Indiana","1229","1170","5","8","4","0","24","18"
"1600000US1874582","Switz City town, Indiana","293","285","2","2","1","0","2","1"
"1600000US1874744","Syracuse town, Indiana","2810","2690","17","2","19","1","44","37"
"1600000US1875104","Taylorsville CDP, Indiana","919","884","10","2","4","0","14","5"
"1600000US1875176","Tecumseh CDP, Indiana","658","640","0","1","10","0","0","7"
"1600000US1968520","Rolfe city, Iowa","584","568","3","0","0","0","6","7"
"1600000US1968565","Rome city, Iowa","117","114","0","0","0","0","3","0"
"1600000US1968700","Rose Hill city, Iowa","168","165","0","0","1","0","0","2"
"1600000US1968800","Roseville CDP, Iowa","49","48","0","0","1","0","0","0"
"1600000US1969060","Rowley city, Iowa","264","263","0","1","0","0","0","0"
"1600000US1875302","Tennyson town, Indiana","279","277","1","0","0","0","1","0"
"1600000US1875248","Tell City city, Indiana","7272","7092","23","20","53","2","19","63"
"1600000US1875428","Terre Haute city, Indiana","60785","50750","6644","259","879","26","467","1760"
"1600000US1968925","Rossie city, Iowa","70","67","0","0","0","0","0","3"
"1600000US1969015","Rowan city, Iowa","158","158","0","0","0","0","0","0"
"1600000US1969105","Royal city, Iowa","446","426","1","0","0","0","6","13"
"1600000US1969195","Rudd city, Iowa","369","354","0","2","0","0","3","10"
"1600000US1969240","Runnells city, Iowa","507","492","1","4","2","0","1","7"
"1600000US1969285","Russell city, Iowa","554","537","2","12","0","0","3","0"
"1600000US1969330","Ruthven city, Iowa","737","730","0","4","0","0","0","3"
"1600000US1969375","Rutland city, Iowa","126","125","0","0","0","0","0","1"
"1600000US1969465","Ryan city, Iowa","361","358","0","0","0","0","0","3"
"1600000US1969735","St. Ansgar city, Iowa","1107","1098","0","0","3","0","0","6"
"1600000US1969510","Sabula city, Iowa","576","571","1","1","0","0","1","2"
"1600000US1969645","Sac City city, Iowa","2220","2182","3","0","5","0","1","29"
"1600000US1969690","Sageville city, Iowa","122","121","0","1","0","0","0","0"
"1600000US1969780","St. Anthony city, Iowa","102","94","1","3","1","0","0","3"
"1600000US1969825","St. Benedict CDP, Iowa","39","39","0","0","0","0","0","0"
"1600000US1969915","St. Charles city, Iowa","653","634","11","0","0","0","0","8"
"1600000US1969960","St. Donatus city, Iowa","135","131","0","0","0","0","3","1"
"1600000US1965415","Rake city, Iowa","225","205","0","1","0","0","16","3"
"1600000US1970005","St. Joseph CDP, Iowa","61","57","0","0","0","0","0","4"
"1600000US1970050","St. Lucas city, Iowa","143","143","0","0","0","0","0","0"
"1600000US1970095","St. Marys city, Iowa","127","126","0","0","0","0","0","1"
"1600000US1970230","Salem city, Iowa","383","372","2","1","3","0","0","5"
"1600000US1970185","St. Paul city, Iowa","129","127","0","0","1","0","0","1"
"1600000US1970140","St. Olaf city, Iowa","108","108","0","0","0","0","0","0"
"1600000US1970320","Salix city, Iowa","363","345","0","2","6","0","0","10"
"1600000US1970410","Sanborn city, Iowa","1404","1370","7","2","2","0","21","2"
"1600000US1970590","Sandyville city, Iowa","51","50","1","0","0","0","0","0"
"1600000US1970995","Saylorville CDP, Iowa","3301","3212","30","6","31","1","6","15"
"1600000US1971040","Scarville city, Iowa","72","70","0","1","1","0","0","0"
"1600000US1971085","Schaller city, Iowa","772","722","1","1","2","1","23","22"
"1600000US1971625","Sergeant Bluff city, Iowa","4227","3935","45","33","90","0","42","82"
"1600000US1971130","Schleswig city, Iowa","882","819","5","0","1","1","39","17"
"1600000US1971310","Scranton city, Iowa","557","537","0","0","0","1","15","4"
"1600000US1971355","Searsboro city, Iowa","148","147","0","0","0","0","0","1"
"1600000US1971715","Sexton CDP, Iowa","37","37","0","0","0","0","0","0"
"1600000US1971760","Seymour city, Iowa","701","692","0","0","3","0","0","6"
"1600000US1971895","Shambaugh city, Iowa","191","191","0","0","0","0","0","0"
"1600000US1971940","Shannon City city, Iowa","71","70","0","0","0","0","0","1"
"1600000US4847496","Melissa city, Texas","4695","3968","254","46","28","6","275","118"
"1600000US4847568","Melvin town, Texas","178","146","0","1","0","0","30","1"
"1600000US4847616","Memphis city, Texas","2290","1710","202","23","3","0","327","25"
"1600000US4847676","Mentone CDP, Texas","19","16","0","1","0","0","0","2"
"1600000US4847700","Mercedes city, Texas","15570","13278","37","87","8","10","1842","308"
"1600000US4847760","Meridian city, Texas","1493","1232","69","7","4","0","155","26"
"1600000US4847796","Merkel town, Texas","2590","2267","29","9","5","4","236","40"
"1600000US4847820","Mertens town, Texas","125","103","0","0","0","0","17","5"
"1600000US4847832","Mertzon city, Texas","781","696","9","1","1","0","51","23"
"1600000US4847988","Miami city, Texas","597","562","1","3","1","0","17","13"
"1600000US4847892","Mesquite city, Texas","139824","82435","30534","1181","4527","104","16678","4365"
"1600000US4847898","Mesquite CDP, Texas","505","505","0","0","0","0","0","0"
"1600000US4847916","Mexia city, Texas","7459","3580","2367","45","47","6","1274","140"
"1600000US4848072","Midland city, Texas","111147","83967","8793","807","1540","45","13179","2816"
"1600000US4848096","Midlothian city, Texas","18037","15965","654","74","142","10","766","426"
"1600000US4848180","Midway city, Texas","228","179","28","0","0","0","20","1"
"1600000US4848272","Midway North CDP, Texas","4752","4080","35","31","0","0","565","41"
"1600000US4848280","Midway South CDP, Texas","2239","1872","17","7","1","0","301","41"
"1600000US4848315","Miguel Barrera CDP, Texas","128","128","0","0","0","0","0","0"
"1600000US4848318","Mikes CDP, Texas","910","899","0","2","0","0","8","1"
"1600000US4848320","Mila Doce CDP, Texas","6222","5471","19","8","2","0","652","70"
"1600000US4848372","Mildred town, Texas","368","322","14","15","6","0","1","10"
"1600000US4848324","Milam CDP, Texas","1480","1344","75","17","8","0","13","23"
"1600000US4848336","Milano city, Texas","428","358","33","0","0","0","20","17"
"1600000US4848396","Miles city, Texas","829","686","6","11","1","0","114","11"
"1600000US4848408","Milford town, Texas","728","481","193","1","1","0","37","15"
"1600000US4848478","Miller's Cove town, Texas","149","107","2","1","0","0","39","0"
"1600000US4848516","Millican town, Texas","240","197","12","0","1","0","29","1"
"1600000US4848564","Millsap town, Texas","403","352","1","2","2","0","39","7"
"1600000US4848648","Mineola city, Texas","4515","3529","485","40","31","0","356","74"
"1600000US4848756","Mirando City CDP, Texas","375","340","4","1","0","0","28","2"
"1600000US4848684","Mineral Wells city, Texas","16788","12634","1309","117","91","5","2279","353"
"1600000US4848720","Mingus city, Texas","235","209","0","3","0","1","20","2"
"1600000US4848750","Mi Ranchito Estate CDP, Texas","281","269","0","0","0","0","12","0"
"1600000US4848768","Mission city, Texas","77058","68291","521","259","1187","16","5725","1059"
"1600000US4848772","Mission Bend CDP, Texas","36501","13165","10852","167","5568","13","5350","1386"
"1600000US4848804","Missouri City city, Texas","67358","22611","28135","278","10922","24","3451","1937"
"1600000US4848852","Mobeetie city, Texas","101","93","1","0","0","0","1","6"
"1600000US4848858","Mobile City city, Texas","188","101","3","0","0","0","78","6"
"1600000US4848936","Monahans city, Texas","6953","5221","452","63","25","1","975","216"
"1600000US4849032","Montague CDP, Texas","304","289","4","2","0","0","9","0"
"1600000US4849200","Moody city, Texas","1371","1077","118","2","0","0","157","17"
"1600000US4849068","Mont Belvieu city, Texas","3835","3356","110","35","22","5","213","94"
"1600000US4849080","Monte Alto CDP, Texas","1924","1714","1","18","0","0","169","22"
"1600000US4849128","Montgomery city, Texas","621","417","164","4","4","0","31","1"
"1600000US4849224","Moore CDP, Texas","475","383","1","5","0","0","66","20"
"1600000US4849272","Moore Station city, Texas","201","24","164","0","2","0","9","2"
"1600000US4849356","Morgan city, Texas","490","429","0","5","0","0","42","14"
"1600000US4849300","Moraida CDP, Texas","212","210","0","0","0","0","1","1"
"1600000US4849314","Morales-Sanchez CDP, Texas","84","78","0","0","0","0","6","0"
"1600000US4849320","Moran city, Texas","270","239","1","3","1","0","23","3"
"1600000US4849411","Morning Glory CDP, Texas","651","559","1","3","0","0","79","9"
"1600000US4849359","Morgan Farm CDP, Texas","463","408","13","3","1","0","38","0"
"1600000US4849380","Morgan's Point city, Texas","339","250","35","9","2","0","35","8"
"1600000US4849392","Morgan's Point Resort city, Texas","4170","3839","64","23","15","10","133","86"
"1600000US4947840","Mantua town, Utah","687","651","1","4","14","0","3","14"
"1600000US4947290","Magna CDP, Utah","26505","20792","240","262","221","525","3524","941"
"1600000US4947620","Manila town, Utah","310","302","0","2","0","0","4","2"
"1600000US4947730","Manti city, Utah","3276","3097","12","31","10","3","54","69"
"1600000US4947950","Mapleton city, Utah","7979","7580","22","24","39","32","81","201"
"1600000US4948170","Marion CDP, Utah","685","660","0","7","0","0","12","6"
"1600000US4948300","Marriott-Slaterville city, Utah","1701","1594","8","15","8","0","51","25"
"1600000US4948610","Marysvale town, Utah","408","402","0","1","1","0","1","3"
"1600000US4948720","Mayfield town, Utah","496","491","0","3","2","0","0","0"
"1600000US4948830","Meadow town, Utah","310","299","0","2","3","0","5","1"
"1600000US4949820","Midway city, Utah","3845","3662","8","13","20","3","104","35"
"1600000US4949160","Mendon city, Utah","1282","1223","8","4","4","5","16","22"
"1600000US4949380","Mexican Hat CDP, Utah","31","28","0","3","0","0","0","0"
"1600000US4949710","Midvale city, Utah","27964","21754","513","343","670","199","3495","990"
"1600000US4950590","Minersville town, Utah","907","795","0","1","6","4","96","5"
"1600000US2721190","Fish Lake CDP, Minnesota","51","51","0","0","0","0","0","0"
"1600000US2721536","Foley city, Minnesota","2603","2543","20","7","3","0","5","25"
"1600000US2721266","Flensburg city, Minnesota","225","219","0","1","1","0","0","4"
"1600000US2721338","Floodwood city, Minnesota","528","496","4","3","0","0","2","23"
"1600000US2721410","Florence city, Minnesota","39","29","0","0","0","0","9","1"
"1600000US2721608","Forada city, Minnesota","185","181","0","0","1","0","0","3"
"1600000US2721770","Forest Lake city, Minnesota","18375","17394","195","73","269","10","117","317"
"1600000US2721824","Foreston city, Minnesota","533","513","0","6","4","0","1","9"
"1600000US2721932","Fort Ripley city, Minnesota","69","67","0","1","1","0","0","0"
"1600000US2721986","Fosston city, Minnesota","1527","1435","0","44","6","0","0","42"
"1600000US2722094","Fountain city, Minnesota","410","402","0","1","2","0","3","2"
"1600000US2722526","Freeborn city, Minnesota","297","292","0","0","0","0","1","4"
"1600000US2722202","Foxhome city, Minnesota","116","113","0","1","0","0","0","2"
"1600000US2722364","Franklin city, Minnesota","510","475","1","7","8","0","0","19"
"1600000US2722472","Frazee city, Minnesota","1350","1189","21","69","8","0","3","60"
"1600000US2722652","Freeport city, Minnesota","632","613","0","2","1","0","16","0"
"1600000US2722814","Fridley city, Minnesota","27208","20457","3015","321","1344","14","921","1136"
"1600000US2722904","Frontenac CDP, Minnesota","282","271","0","0","2","0","1","8"
"1600000US2722940","Frost city, Minnesota","198","192","1","1","0","0","0","4"
"1600000US2722958","Fulda city, Minnesota","1318","1209","11","3","55","0","20","20"
"1600000US2722976","Funkley city, Minnesota","5","4","0","0","0","0","0","1"
"1600000US2723084","Garden City CDP, Minnesota","255","255","0","0","0","0","0","0"
"1600000US2723246","Gary city, Minnesota","214","205","5","1","1","0","0","2"
"1600000US2723120","Garfield city, Minnesota","354","341","1","0","0","0","1","11"
"1600000US2723192","Garrison city, Minnesota","210","203","0","1","0","0","0","6"
"1600000US2723228","Garvin city, Minnesota","135","131","0","0","0","0","0","4"
"1600000US2723300","Gaylord city, Minnesota","2305","2020","5","3","28","1","221","27"
"1600000US2723318","Gem Lake city, Minnesota","393","366","0","0","20","0","4","3"
"1600000US2723354","Geneva city, Minnesota","555","547","0","0","1","0","1","6"
"1600000US2723444","Genola city, Minnesota","75","75","0","0","0","0","0","0"
"1600000US2723498","Georgetown city, Minnesota","129","123","0","3","0","0","2","1"
"1600000US2723660","Ghent city, Minnesota","370","361","5","0","1","0","0","3"
"1600000US2723948","Glencoe city, Minnesota","5631","5181","33","36","45","1","268","67"
"1600000US2723678","Gibbon city, Minnesota","772","737","10","0","2","0","18","5"
"1600000US2723714","Gilbert city, Minnesota","1799","1741","4","18","3","2","3","28"
"1600000US2723804","Gilman city, Minnesota","224","224","0","0","0","0","0","0"
"1600000US2724056","Glenville city, Minnesota","643","630","0","0","5","0","6","2"
"1600000US2724074","Glenwood city, Minnesota","2564","2491","21","7","10","0","2","33"
"1600000US2724182","Glyndon city, Minnesota","1394","1286","17","39","0","0","27","25"
"1600000US2724308","Golden Valley city, Minnesota","20371","17390","1441","85","723","4","176","552"
"1600000US2724344","Gonvick city, Minnesota","282","265","1","13","0","0","0","3"
"1600000US2870240","Starkville city, Mississippi","23888","14246","8274","48","894","13","104","309"
"1600000US2872760","Thaxton town, Mississippi","643","631","4","0","0","0","6","2"
"1600000US2874820","Tunica Resorts CDP, Mississippi","1910","647","1164","4","31","4","37","23"
"1600000US2875520","University CDP, Mississippi","4202","3327","639","14","147","2","24","49"
"1600000US2875760","Utica town, Mississippi","820","225","526","1","0","6","60","2"
"1600000US2875880","Vaiden town, Mississippi","734","239","479","1","0","0","2","13"
"1600000US2876200","Vancleave CDP, Mississippi","5886","5341","311","47","40","6","43","98"
"1600000US2876320","Vardaman town, Mississippi","1316","623","371","1","0","0","304","17"
"1600000US2876560","Verona city, Mississippi","3006","738","2105","6","9","0","99","49"
"1600000US2876720","Vicksburg city, Mississippi","23856","7469","15763","58","211","8","149","198"
"1600000US2877080","Wade CDP, Mississippi","1074","1033","23","7","1","0","0","10"
"1600000US2877400","Walls town, Mississippi","1162","403","707","2","7","0","16","27"
"1600000US2877520","Walnut Grove town, Mississippi","1911","470","1425","1","4","0","6","5"
"1600000US2877640","Walthall village, Mississippi","144","127","13","1","1","0","2","0"
"1600000US2878000","Water Valley city, Mississippi","3392","1913","1433","3","4","0","13","26"
"1600000US2878200","Waveland city, Mississippi","6435","5182","857","36","95","3","74","188"
"1600000US2878480","Webb town, Mississippi","565","64","482","5","2","0","4","8"
"1600000US2879120","West Point city, Mississippi","11307","4248","6943","10","20","2","31","53"
"1600000US2724398","Goodhue city, Minnesota","1176","1057","4","10","2","0","91","12"
"1600000US2878520","Weir town, Mississippi","459","197","260","2","0","0","0","0"
"1600000US2878640","Wesson town, Mississippi","1925","1530","344","2","8","0","25","16"
"1600000US2878680","West town, Mississippi","185","88","97","0","0","0","0","0"
"1600000US2878890","West Hattiesburg CDP, Mississippi","5909","2989","2495","21","155","0","138","111"
"1600000US2879620","White Oak CDP, Mississippi","692","10","674","2","1","0","0","5"
"1600000US2880160","Wiggins city, Mississippi","4390","2829","1465","18","16","0","13","49"
"1600000US2880760","Winona city, Mississippi","5043","2310","2664","8","29","1","10","21"
"1600000US2880800","Winstonville town, Mississippi","191","1","190","0","0","0","0","0"
"1600000US7268040","Quebradillas zona urbana, Puerto Rico","5282","4584","219","5","9","0","327","138"
"1600000US7268513","Rafael Cap? comunidad, Puerto Rico","1700","1420","75","0","6","0","169","30"
"1600000US7268556","Rafael Gonz?lez comunidad, Puerto Rico","2303","1964","154","4","5","0","136","40"
"1600000US7268771","Ramos comunidad, Puerto Rico","1821","1155","371","14","0","0","173","108"
"1600000US7270706","R?o Ca?as Abajo comunidad, Puerto Rico","1038","793","97","3","0","0","131","14"
"1600000US7269588","Rinc?n zona urbana, Puerto Rico","1456","1195","99","11","2","0","103","46"
"1600000US7271437","R?o Lajas comunidad, Puerto Rico","2373","1583","335","12","4","0","345","94"
"1600000US7270448","R?o Blanco comunidad, Puerto Rico","1681","1243","268","5","2","0","131","32"
"1600000US7271136","R?o Grande zona urbana, Puerto Rico","12677","7841","3369","90","22","6","1085","264"
"1600000US7271996","Rodr?guez Hevia zona urbana, Puerto Rico","325","245","30","3","0","0","35","12"
"1600000US7273544","Sabana Grande zona urbana, Puerto Rico","8179","7132","412","41","4","2","458","130"
"1600000US7272555","Rosa S?nchez comunidad, Puerto Rico","1055","759","128","6","5","0","131","26"
"1600000US7273200","Sabana comunidad, Puerto Rico","1630","925","464","4","1","0","195","41"
"1600000US7273372","Sabana Eneas comunidad, Puerto Rico","1576","1220","125","3","0","1","192","35"
"1600000US7273716","Sabana Hoyos comunidad, Puerto Rico","1783","1548","92","6","2","0","89","46"
"1600000US0240510","Klukwan CDP, Alaska","95","8","0","76","1","0","0","10"
"1600000US0241210","Kodiak Station CDP, Alaska","1301","1118","34","11","17","3","18","100"
"1600000US0240670","Knik River CDP, Alaska","744","658","10","28","9","0","4","35"
"1600000US0240840","Kobuk city, Alaska","151","13","0","136","1","0","0","1"
"1600000US0240950","Kodiak city, Alaska","6130","2469","30","607","2294","63","280","387"
"1600000US0241280","Kokhanok CDP, Alaska","170","16","0","136","0","0","1","17"
"1600000US0241500","Koliganek CDP, Alaska","209","7","0","200","0","0","0","2"
"1600000US0241610","Kongiganak CDP, Alaska","439","9","0","420","0","0","0","10"
"1600000US0241720","Kotlik city, Alaska","577","11","0","561","2","0","1","2"
"1600000US0241830","Kotzebue city, Alaska","3201","512","29","2355","40","11","12","242"
"1600000US0242380","Kwethluk city, Alaska","721","16","0","679","1","0","0","25"
"1600000US0241940","Koyuk city, Alaska","332","12","0","295","1","0","0","24"
"1600000US0242050","Koyukuk city, Alaska","96","1","0","93","0","0","0","2"
"1600000US0242160","Kupreanof city, Alaska","27","24","0","0","2","0","0","1"
"1600000US3519080","Crystal CDP, New Mexico","311","3","0","305","0","0","0","3"
"1600000US3519150","Cuba village, New Mexico","731","355","4","180","6","0","141","45"
"1600000US3519645","Cuyamungue Grant CDP, New Mexico","226","191","0","4","0","0","29","2"
"1600000US3519220","Cubero CDP, New Mexico","289","111","1","38","0","0","126","13"
"1600000US3519500","Cundiyo CDP, New Mexico","72","36","0","0","0","2","31","3"
"1600000US3519640","Cuyamungue CDP, New Mexico","479","280","6","30","2","0","133","28"
"1600000US3519920","Datil CDP, New Mexico","54","46","1","4","0","0","2","1"
"1600000US3520270","Deming city, New Mexico","14855","11383","230","197","85","17","2550","393"
"1600000US3638539","Jericho CDP, New York","13567","9609","256","10","3449","0","74","169"
"1600000US3638748","Johnson City village, New York","15174","12582","959","36","810","8","216","563"
"1600000US3638781","Johnstown city, New York","8743","8344","87","9","111","2","51","139"
"1600000US3638825","Jordan village, New York","1368","1337","3","7","6","0","3","12"
"1600000US3638934","Kaser village, New York","4724","4701","1","0","3","1","10","8"
"1600000US3639243","Kennedy CDP, New York","465","462","0","0","0","0","2","1"
"1600000US3638946","Katonah CDP, New York","1679","1463","42","3","44","0","90","37"
"1600000US3639089","Keeseville village, New York","1815","1746","16","6","13","0","2","32"
"1600000US3639232","Kenmore village, New York","15423","14311","461","92","150","1","108","300"
"1600000US3639309","Kensington village, New York","1161","1012","8","1","101","0","2","37"
"1600000US3639397","Kerhonkson CDP, New York","1684","1559","31","11","22","1","23","37"
"1600000US3639463","Keuka Park CDP, New York","1137","1063","41","7","4","0","11","11"
"1600000US3639562","Kinderhook village, New York","1211","1174","3","2","7","0","5","20"
"1600000US3639672","Kings Park CDP, New York","17282","16268","196","14","411","3","162","228"
"1600000US3639694","Kings Point village, New York","5005","4574","40","2","168","0","22","199"
"1600000US3639727","Kingston city, New York","23893","17494","3478","111","432","8","1181","1189"
"1600000US3640200","Lacona village, New York","582","564","4","1","4","0","6","3"
"1600000US3639853","Kiryas Joel village, New York","20175","20006","19","1","12","2","48","87"
"1600000US3640175","Kysorville CDP, New York","110","105","5","0","0","0","0","0"
"1600000US3640189","Lackawanna city, New York","18141","15215","1790","57","121","7","364","587"
"1600000US3640233","La Fargeville CDP, New York","608","565","2","3","2","5","2","29"
"1600000US3640398","Lake Carmel CDP, New York","8282","7378","217","30","141","3","331","182"
"1600000US3640486","Lake Erie Beach CDP, New York","3872","3733","18","48","3","1","10","59"
"1600000US3640508","Lake George village, New York","906","875","4","1","10","0","1","15"
"1600000US3640530","Lake Grove village, New York","11163","9811","242","25","745","0","186","154"
"1600000US3640585","Lake Katrine CDP, New York","2397","2171","73","5","46","0","22","80"
"1600000US3640761","Lake Placid village, New York","2521","2416","23","8","45","2","7","20"
"1600000US3640607","Lakeland CDP, New York","2786","2721","10","9","8","0","5","33"
"1600000US3640648","Lake Luzerne CDP, New York","1227","1199","2","2","9","0","4","11"
"1600000US3640689","Lake Mohegan CDP, New York","6010","4941","399","21","265","1","245","138"
"1600000US3640838","Lake Ronkonkoma CDP, New York","20155","17984","490","35","915","3","380","348"
"1600000US3640937","Lake Success village, New York","2934","1972","99","2","791","1","29","40"
"1600000US3641135","Lancaster village, New York","10352","10083","71","27","25","0","28","118"
"1600000US3641003","Lakeview CDP, New York","5615","327","4568","39","44","6","415","216"
"1600000US3641036","Lakeville CDP, New York","756","695","2","8","18","0","2","31"
"1600000US3641069","Lakewood village, New York","3002","2887","20","9","40","0","16","30"
"1600000US3641465","Laurel CDP, New York","1394","1283","24","0","6","0","52","29"
"1600000US3641223","Lansing village, New York","3529","2230","230","15","882","2","53","117"
"1600000US3641333","Larchmont village, New York","5864","5437","86","10","148","0","79","104"
"1600000US3641432","Lattingtown village, New York","1739","1653","8","0","47","0","3","28"
"1600000US3641487","Laurel Hollow village, New York","1952","1746","30","4","150","0","2","20"
"1600000US3641520","Laurens village, New York","263","256","0","0","1","0","0","6"
"1600000US3641553","Lawrence village, New York","6483","6197","87","0","109","0","46","44"
"1600000US3641784","Leeds CDP, New York","377","344","12","2","6","0","4","9"
"1600000US3641872","Leicester village, New York","468","454","1","0","6","0","2","5"
"1600000US3642026","Le Roy village, New York","4391","4157","109","15","15","0","18","77"
"1600000US3642279","Lido Beach CDP, New York","2897","2782","20","1","53","0","8","33"
"1600000US3642081","Levittown CDP, New York","51881","46137","470","55","2956","10","1251","1002"
"1600000US3642147","Lewiston village, New York","2701","2587","37","18","29","0","2","28"
"1600000US3642224","Liberty village, New York","4392","2920","656","37","78","1","500","200"
"1600000US3642323","Lima village, New York","2139","2046","13","6","34","0","9","31"
"1600000US3642345","Lime Lake CDP, New York","867","853","1","2","1","0","5","5"
"1600000US3642378","Limestone village, New York","389","382","0","4","1","0","0","2"
"1600000US3642455","Lincolndale CDP, New York","1521","1448","13","1","20","0","13","26"
"1600000US3642488","Lincoln Park CDP, New York","2366","2061","106","13","53","0","50","83"
"1600000US3642554","Lindenhurst village, New York","27253","25110","417","34","521","4","718","449"
"1600000US3724740","Franklinville town, North Carolina","1164","887","123","0","0","0","133","21"
"1600000US3724900","Fremont town, North Carolina","1255","599","589","8","3","0","24","32"
"1600000US1233375","Indialantic town, Florida","2720","2575","13","5","46","0","24","57"
"1600000US1232993","Hutchinson Island South CDP, Florida","5201","5134","8","3","31","0","3","22"
"1600000US1233150","Hypoluxo town, Florida","2588","2276","180","0","44","1","30","57"
"1600000US1233250","Immokalee CDP, Florida","24154","10423","4563","243","40","41","7854","990"
"1600000US1233425","Indian Creek village, Florida","86","85","0","0","1","0","0","0"
"1600000US1233450","Indian Harbour Beach city, Florida","8225","7787","72","17","137","3","60","149"
"1600000US1228925","Harlem CDP, Florida","2658","56","2546","4","1","6","18","27"
"1600000US1232967","Hunters Creek CDP, Florida","14321","10446","1089","43","971","44","1210","518"
"1600000US1233585","Indian River Estates CDP, Florida","6220","5778","192","28","41","4","90","87"
"1600000US1233600","Indian River Shores town, Florida","3901","3838","11","1","28","1","6","16"
"1600000US1233625","Indian Rocks Beach city, Florida","4113","3958","41","9","27","0","23","55"
"1600000US1233900","Interlachen town, Florida","1403","1112","102","10","4","1","136","38"
"1600000US1233800","Inglis town, Florida","1325","1264","7","8","17","0","6","23"
"1600000US1233675","Indian Shores town, Florida","1420","1371","6","0","17","2","12","12"
"1600000US1233700","Indiantown CDP, Florida","6083","2972","888","207","13","26","1811","166"
"1600000US1233950","Inverness city, Florida","7210","6360","423","29","123","6","107","162"
"1600000US1233958","Inverness Highlands North CDP, Florida","2401","2184","112","10","29","0","17","49"
"1600000US1233966","Inverness Highlands South CDP, Florida","6542","6120","118","26","84","0","79","115"
"1600000US1234000","Inwood CDP, Florida","6403","3836","1877","45","41","4","388","212"
"1600000US1234012","Iona CDP, Florida","15369","14580","163","28","153","5","256","184"
"1600000US1234132","Islamorada, Village of Islands village; Florida","6119","5907","44","23","36","8","42","59"
"1600000US1234400","Ives Estates CDP, Florida","19525","7868","9755","49","579","7","582","685"
"1600000US1234175","Islandia city, Florida","18","18","0","0","0","0","0","0"
"1600000US1234185","Island Walk CDP, Florida","3035","2927","28","9","36","0","17","18"
"1600000US1234275","Istachatta CDP, Florida","116","107","4","1","1","1","2","0"
"1600000US1235000","Jacksonville city, Florida","821784","488473","252421","3270","35222","765","17995","23638"
"1600000US1235050","Jacksonville Beach city, Florida","21362","19427","832","51","369","10","195","478"
"1600000US1235200","Jacob City city, Florida","250","17","226","1","0","0","0","6"
"1600000US1235300","Jan Phyl Village CDP, Florida","5573","4020","1029","24","68","2","282","148"
"1600000US1235350","Jasmine Estates CDP, Florida","18989","16768","668","93","221","5","718","516"
"1600000US1235375","Jasper city, Florida","4546","2097","2308","13","23","0","66","39"
"1600000US1235800","June Park CDP, Florida","4094","3801","48","26","57","2","40","120"
"1600000US1235425","Jay town, Florida","533","507","4","9","5","0","0","8"
"1600000US1235525","Jennings town, Florida","878","356","283","14","2","0","183","40"
"1600000US1235550","Jensen Beach CDP, Florida","11707","11067","290","23","78","3","104","142"
"1600000US1235850","Juno Beach town, Florida","3176","3063","26","4","50","1","6","26"
"1600000US1235862","Juno Ridge CDP, Florida","718","609","31","2","15","1","38","22"
"1600000US1235875","Jupiter town, Florida","55156","49973","849","289","1105","26","1972","942"
"1600000US1235890","Jupiter Farms CDP, Florida","11994","11365","142","27","119","3","139","199"
"1600000US1235900","Jupiter Inlet Colony town, Florida","400","382","0","0","3","0","1","14"
"1600000US1235925","Jupiter Island town, Florida","817","771","18","2","21","0","5","0"
"1600000US1235950","Kathleen CDP, Florida","6332","5730","131","33","39","1","248","150"
"1600000US1346552","Lincolnton city, Georgia","1566","835","696","4","17","0","7","7"
"1600000US1346580","Lindale CDP, Georgia","4191","3769","178","6","47","0","121","70"
"1600000US1346832","Lithia Springs CDP, Georgia","15491","7074","6218","57","221","37","1468","416"
"1600000US1346860","Lithonia city, Georgia","1924","200","1639","1","3","0","55","26"
"1600000US1347140","Locust Grove city, Georgia","5402","3010","2020","17","91","3","108","153"
"1600000US1347196","Loganville city, Georgia","10458","7320","2316","27","243","7","310","235"
"1600000US1347252","Lone Oak town, Georgia","92","65","24","0","3","0","0","0"
"1600000US1347336","Lookout Mountain city, Georgia","1602","1569","10","2","4","0","10","7"
