"GEO_ID","NAME","P003001","P003002","P003003","P003004","P003005","P003006","P003007","P003008"
"id","Geographic Area Name","Total","Total!!White alone","Total!!Black or African American alone","Total!!American Indian and Alaska Native alone","Total!!Asian alone","Total!!Native Hawaiian and Other Pacific Islander alone","Total!!Some Other Race alone","Total!!Two or More Races"
"1600000US4245568","Luzerne borough, Pennsylvania","2845","2777","17","7","7","0","16","21"
"1600000US4245592","Lykens borough, Pennsylvania","1779","1719","2","0","20","0","20","18"
"1600000US4245732","Lynnwood-Pricedale CDP, Pennsylvania","2031","1956","41","0","12","0","4","18"
"1600000US4245824","McAdoo borough, Pennsylvania","2300","2194","21","3","7","0","49","26"
"1600000US4245848","McAlisterville CDP, Pennsylvania","971","957","4","0","2","0","5","3"
"1600000US4245992","McClure borough, Pennsylvania","941","925","0","0","2","0","0","14"
"1600000US4246000","McConnellsburg borough, Pennsylvania","1220","1128","51","2","1","0","1","37"
"1600000US4246016","McConnellstown CDP, Pennsylvania","1194","1170","2","3","7","0","0","12"
"1600000US4246160","McGovern CDP, Pennsylvania","2742","2672","39","4","3","0","1","23"
"1600000US4246112","McElhattan CDP, Pennsylvania","598","584","3","5","0","0","0","6"
"1600000US4246072","McDonald borough, Pennsylvania","2149","2040","67","4","10","5","1","22"
"1600000US4246120","McEwensville borough, Pennsylvania","279","266","9","0","1","0","0","3"
"1600000US4246216","McKean borough, Pennsylvania","388","376","5","1","0","0","0","6"
"1600000US1941790","Knierim city, Iowa","60","58","0","0","0","0","1","1"
"1600000US1942015","Knoxville city, Iowa","7313","7083","80","20","35","2","18","75"
"1600000US1942285","Lacona city, Iowa","361","360","0","0","0","0","0","1"
"1600000US1942575","Lake Panorama CDP, Iowa","1309","1290","0","2","4","0","7","6"
"1600000US1942330","Ladora city, Iowa","283","274","7","0","0","0","0","2"
"1600000US1942465","Lake City city, Iowa","1727","1700","3","2","4","0","6","12"
"1600000US1942555","Lake Mills city, Iowa","2100","2031","6","1","22","0","23","17"
"1600000US1942825","Lakota city, Iowa","255","240","0","2","0","0","10","3"
"1600000US1942600","Lake Park city, Iowa","1105","1089","0","0","0","0","5","11"
"1600000US1942645","Lakeside city, Iowa","596","457","13","1","34","2","63","26"
"1600000US1942690","Lake View city, Iowa","1142","1134","3","0","0","1","0","4"
"1600000US1942870","Lambs Grove city, Iowa","172","165","0","0","0","0","5","2"
"1600000US1942960","Lamoni city, Iowa","2324","2060","133","15","26","16","28","46"
"1600000US1943275","Lansing city, Iowa","999","987","1","2","4","0","4","1"
"1600000US1943005","Lamont city, Iowa","461","453","1","2","2","0","0","3"
"1600000US1943050","La Motte city, Iowa","260","250","0","0","0","0","0","10"
"1600000US1943140","Lanesboro city, Iowa","121","116","1","0","1","0","0","3"
"1600000US1943365","La Porte City city, Iowa","2285","2235","18","2","5","0","3","22"
"1600000US1943410","Larchwood city, Iowa","866","854","0","1","2","0","4","5"
"1600000US1943500","Larrabee city, Iowa","132","129","3","0","0","0","0","0"
"1600000US1943590","Latimer city, Iowa","507","464","1","2","1","0","37","2"
"1600000US1943680","Laurel city, Iowa","239","236","1","0","1","0","0","1"
"1600000US1943725","Laurens city, Iowa","1258","1227","4","5","4","3","7","8"
"1600000US1944085","Le Claire city, Iowa","3765","3622","37","2","16","0","21","67"
"1600000US1943815","Lawler city, Iowa","439","407","1","0","0","0","30","1"
"1600000US1943905","Lawton city, Iowa","908","897","2","1","2","0","0","6"
"1600000US1943950","Leando CDP, Iowa","115","115","0","0","0","0","0","0"
"1600000US1944130","Ledyard city, Iowa","130","129","0","0","0","0","1","0"
"1600000US1944220","Le Grand city, Iowa","938","911","1","4","1","1","15","5"
"1600000US2042425","Lone Elm city, Kansas","25","25","0","0","0","0","0","0"
"1600000US2042575","Longford city, Kansas","79","77","0","1","0","0","0","1"
"1600000US2042600","Long Island city, Kansas","134","129","0","0","0","0","5","0"
"1600000US2042650","Longton city, Kansas","348","328","0","5","0","0","5","10"
"1600000US2042800","Lorraine city, Kansas","138","129","0","1","0","0","2","6"
"1600000US2042825","Lost Springs city, Kansas","70","58","0","1","0","0","5","6"
"1600000US2042875","Louisburg city, Kansas","4315","4168","18","16","12","4","33","64"
"1600000US2043250","Luray city, Kansas","194","190","0","0","0","0","0","4"
"1600000US2042925","Louisville city, Kansas","188","173","0","2","0","0","8","5"
"1600000US2043050","Lowell CDP, Kansas","283","267","1","12","0","0","0","3"
"1600000US2043150","Lucas city, Kansas","393","384","0","1","3","0","3","2"
"1600000US2043350","Lyndon city, Kansas","1052","1026","4","7","1","0","0","14"
"1600000US2043525","Lyons city, Kansas","3739","3203","47","35","14","4","294","142"
"1600000US2043675","McConnell AFB CDP, Kansas","1777","1350","230","11","43","9","29","105"
"1600000US2043700","McCracken city, Kansas","190","178","1","4","0","0","0","7"
"1600000US2043725","McCune city, Kansas","405","379","0","10","2","0","3","11"
"1600000US2043750","McDonald city, Kansas","160","156","0","1","0","0","1","2"
"1600000US2043775","McFarland city, Kansas","256","245","0","1","0","0","2","8"
"1600000US2037325","Kismet city, Kansas","459","395","3","7","2","0","43","9"
"1600000US2043950","McPherson city, Kansas","13155","12265","201","55","105","14","231","284"
"1600000US2043850","Macksville city, Kansas","549","441","0","7","2","0","88","11"
"1600000US2044200","Maize city, Kansas","3420","3121","51","37","39","3","45","124"
"1600000US2043900","McLouth city, Kansas","880","841","7","5","3","0","7","17"
"1600000US2044050","Madison city, Kansas","701","667","1","12","1","0","4","16"
"1600000US2044150","Mahaska city, Kansas","83","81","0","0","0","0","0","2"
"1600000US2044225","Manchester city, Kansas","95","88","0","4","0","0","1","2"
"1600000US2044250","Manhattan city, Kansas","52281","43645","2886","261","2689","83","907","1810"
"1600000US2044300","Mankato city, Kansas","869","843","3","3","4","0","4","12"
"1600000US2044375","Manter city, Kansas","171","157","0","4","0","0","7","3"
"1600000US2044750","Marion city, Kansas","1927","1881","12","6","2","1","9","16"
"1600000US2044500","Maple Hill city, Kansas","620","594","1","2","1","0","2","20"
"1600000US2044550","Mapleton city, Kansas","84","83","0","0","1","0","0","0"
"1600000US2044600","Marienthal CDP, Kansas","71","69","0","0","2","0","0","0"
"1600000US2044925","Marquette city, Kansas","641","616","1","1","0","0","13","10"
"1600000US2045050","Marysville city, Kansas","3294","3185","10","6","20","0","27","46"
"1600000US2045150","Matfield Green city, Kansas","47","47","0","0","0","0","0","0"
"1600000US2045250","Mayetta city, Kansas","341","280","5","38","0","0","1","17"
"1600000US2045275","Mayfield city, Kansas","113","112","0","0","1","0","0","0"
"1600000US2045325","Meade city, Kansas","1721","1642","18","11","8","0","19","23"
"1600000US2045950","Meriden city, Kansas","813","787","0","11","2","0","0","13"
"1600000US2045500","Medicine Lodge city, Kansas","2009","1934","14","6","9","0","28","18"
"1600000US2045700","Melvern city, Kansas","385","372","1","0","3","0","1","8"
"1600000US4835996","Inez CDP, Texas","2098","1967","31","10","4","0","53","33"
"1600000US4836008","Ingleside city, Texas","9387","7853","175","60","198","7","765","329"
"1600000US4836020","Ingleside on the Bay city, Texas","615","565","10","5","2","0","22","11"
"1600000US4836032","Ingram city, Texas","1804","1564","19","25","17","0","154","25"
"1600000US4872464","Texhoma city, Texas","346","312","3","1","0","0","24","6"
"1600000US4872476","Texline town, Texas","507","392","0","4","0","0","73","38"
"1600000US4872530","The Colony city, Texas","36328","27389","2960","291","2116","32","2258","1282"
"1600000US4872758","Thompsonville CDP, Texas","46","36","0","0","0","0","8","2"
"1600000US4872578","The Hills village, Texas","2472","2325","37","19","52","0","16","23"
"1600000US4872656","The Woodlands CDP, Texas","93847","82947","2268","322","4625","65","1663","1957"
"1600000US4872740","Thompsons town, Texas","246","131","89","0","16","0","6","4"
"1600000US4872776","Thorndale city, Texas","1336","1063","101","5","7","0","140","20"
"1600000US4872788","Thornton town, Texas","526","464","20","2","1","0","30","9"
"1600000US4872800","Thorntonville town, Texas","476","395","4","2","2","0","56","17"
"1600000US4872824","Thrall city, Texas","839","670","57","7","1","1","80","23"
"1600000US4872872","Three Rivers city, Texas","1848","1667","9","11","7","0","138","16"
"1600000US4872896","Throckmorton town, Texas","828","774","1","8","4","0","34","7"
"1600000US4872902","Thunderbird Bay CDP, Texas","663","626","5","4","3","0","10","15"
"1600000US4872954","Tierra Verde CDP, Texas","277","244","1","0","0","0","29","3"
"1600000US4872948","Tierra Bonita CDP, Texas","141","73","6","0","0","0","61","1"
"1600000US4872950","Tierra Dorada CDP, Texas","28","27","0","0","0","0","1","0"
"1600000US4872952","Tierra Grande CDP, Texas","403","369","6","3","0","0","19","6"
"1600000US4872989","Tiki Island village, Texas","968","921","13","2","17","3","2","10"
"1600000US4872992","Tilden CDP, Texas","261","232","8","0","0","0","18","3"
"1600000US4873030","Timbercreek Canyon village, Texas","418","402","1","0","2","0","5","8"
"1600000US4873057","Timberwood Park CDP, Texas","13447","10730","657","56","608","17","839","540"
"1600000US4873076","Timpson city, Texas","1155","690","377","0","1","0","63","24"
"1600000US4873112","Tioga town, Texas","803","689","14","9","3","0","67","21"
"1600000US4873124","Tira town, Texas","297","284","0","1","0","0","8","4"
"1600000US4873224","Todd Mission city, Texas","107","88","3","0","0","0","4","12"
"1600000US4873148","Tivoli CDP, Texas","479","394","10","1","4","0","58","12"
"1600000US4873316","Tomball city, Texas","10753","8890","681","84","120","7","713","258"
"1600000US4873196","Toco city, Texas","75","17","54","0","0","0","1","3"
"1600000US4873268","Tolar city, Texas","681","651","0","2","6","0","17","5"
"1600000US4873328","Tom Bean city, Texas","1045","978","7","14","2","4","14","26"
"1600000US4873352","Tool city, Texas","2240","2136","18","14","3","6","27","36"
"1600000US4873376","Tornillo CDP, Texas","1568","1310","3","2","2","0","243","8"
"1600000US4873496","Toyah town, Texas","90","76","2","1","0","0","9","2"
"1600000US4873526","Tradewinds CDP, Texas","180","106","0","0","1","0","71","2"
"1600000US4873652","Trinidad city, Texas","886","691","141","7","0","0","24","23"
"1600000US4873562","Travis Ranch CDP, Texas","2556","1915","355","9","105","1","107","64"
"1600000US4873580","Trent town, Texas","337","301","5","2","0","0","15","14"
"1600000US4873592","Trenton city, Texas","635","558","24","7","0","0","30","16"
"1600000US4873664","Trinity city, Texas","2697","1507","765","5","16","2","345","57"
"1600000US4873710","Trophy Club town, Texas","8024","7328","151","40","283","2","107","113"
"1600000US4873724","Troup city, Texas","1869","1317","385","4","8","0","108","47"
"1600000US4873748","Troy city, Texas","1645","1449","28","3","15","4","112","34"
"1600000US4873856","Tuleta CDP, Texas","288","265","0","2","1","0","8","12"
"1600000US4873868","Tulia city, Texas","4967","3511","506","42","9","2","798","99"
"1600000US4874132","Tye city, Texas","1242","1035","39","12","8","0","105","43"
"1600000US4873904","Tulsita CDP, Texas","14","13","0","0","0","0","1","0"
"1600000US4873964","Turkey city, Texas","421","335","8","0","0","0","71","7"
"1600000US4874048","Tuscola city, Texas","742","689","4","2","1","0","35","11"
"1600000US4874144","Tyler city, Texas","96900","58632","23986","493","1837","28","9946","1978"
"1600000US4874168","Tynan CDP, Texas","278","221","0","0","0","0","49","8"
"1600000US4874216","Uhland city, Texas","1014","691","25","6","8","1","246","37"
"1600000US4874240","Uncertain city, Texas","94","74","20","0","0","0","0","0"
"1600000US4874312","Union Grove city, Texas","357","339","13","3","1","0","0","1"
"1600000US4874372","Union Valley city, Texas","307","264","12","1","1","0","24","5"
"1600000US4874408","Universal City city, Texas","18530","13970","1879","135","538","53","1175","780"
"1600000US4874492","University Park city, Texas","23068","21720","215","54","614","2","128","335"
"1600000US4874576","Utopia CDP, Texas","227","215","0","0","0","1","7","4"
"1600000US5142792","King William CDP, Virginia","252","160","60","4","4","0","0","24"
"1600000US5143176","La Crosse town, Virginia","604","370","192","0","2","0","32","8"
"1600000US5143224","Lafayette CDP, Virginia","449","434","5","0","0","0","4","6"
"1600000US5143352","Lake Barcroft CDP, Virginia","9558","6944","496","24","1100","3","564","427"
"1600000US5143359","Lake Caroline CDP, Virginia","2260","1779","352","20","15","2","24","68"
"1600000US5143392","Lake Holiday CDP, Virginia","1905","1806","31","7","9","2","10","40"
"1600000US5143420","Lake Land'Or CDP, Virginia","4223","3053","875","22","36","6","58","173"
"1600000US2684880","Wayland city, Michigan","4079","3876","12","32","14","1","37","107"
"1600000US2684940","Wayne city, Michigan","17593","13420","3000","92","361","6","184","530"
"1600000US2685080","Webberville village, Michigan","1272","1240","7","2","1","0","10","12"
"1600000US2685110","Wedgewood CDP, Michigan","237","234","0","0","3","0","0","0"
"1600000US2767378","Wabasha city, Minnesota","2521","2426","21","11","5","0","25","33"
"1600000US2767558","Wahkon city, Minnesota","206","196","0","5","1","0","0","4"
"1600000US2767396","Wabasso city, Minnesota","696","678","5","2","3","0","3","5"
"1600000US2767432","Waconia city, Minnesota","10697","10236","113","29","119","2","76","122"
"1600000US2767504","Wadena city, Minnesota","4088","3910","64","11","18","0","10","75"
"1600000US2767612","Waite Park city, Minnesota","6715","5611","442","45","242","1","181","193"
"1600000US2767756","Waldorf city, Minnesota","229","228","0","0","1","0","0","0"
"1600000US2767792","Walker city, Minnesota","941","828","0","68","10","0","5","30"
"1600000US2767846","Walnut Grove city, Minnesota","871","552","0","4","305","0","9","1"
"1600000US2767900","Walters city, Minnesota","73","72","0","0","0","0","1","0"
"1600000US2767918","Waltham city, Minnesota","151","147","0","0","1","0","0","3"
"1600000US2768170","Warren city, Minnesota","1563","1519","7","5","5","0","19","8"
"1600000US2767972","Wanamingo city, Minnesota","1086","1060","18","0","1","0","3","4"
"1600000US2768008","Wanda city, Minnesota","84","84","0","0","0","0","0","0"
"1600000US2768080","Warba city, Minnesota","181","176","0","5","0","0","0","0"
"1600000US2768224","Warroad city, Minnesota","1781","1483","2","101","151","0","0","44"
"1600000US2768260","Warsaw CDP, Minnesota","627","607","1","0","3","0","0","16"
"1600000US2768296","Waseca city, Minnesota","9410","8377","350","137","93","2","216","235"
"1600000US2768548","Watertown city, Minnesota","4205","4029","12","15","33","1","25","90"
"1600000US2768584","Waterville city, Minnesota","1868","1810","7","19","5","0","4","23"
"1600000US2768620","Watkins city, Minnesota","962","950","5","2","2","0","3","0"
"1600000US2768818","Wayzata city, Minnesota","3688","3410","112","16","49","3","57","41"
"1600000US2768764","Waverly city, Minnesota","1357","1320","7","5","11","0","1","13"
"1600000US2768656","Watson city, Minnesota","205","202","0","0","0","0","2","1"
"1600000US2768674","Waubun city, Minnesota","400","184","1","133","1","0","0","81"
"1600000US2769070","Welcome city, Minnesota","686","685","1","0","0","0","0","0"
"1600000US2769106","Wells city, Minnesota","2343","2271","4","4","18","0","20","26"
"1600000US2769142","Wendell city, Minnesota","167","167","0","0","0","0","0","0"
"1600000US2769250","Westbrook city, Minnesota","739","722","0","3","7","0","5","2"
"1600000US2769304","West Concord city, Minnesota","782","727","1","4","0","0","22","28"
"1600000US2769628","Westport city, Minnesota","57","46","2","0","0","0","9","0"
"1600000US2769808","Whalan city, Minnesota","63","63","0","0","0","0","0","0"
"1600000US2769690","West Roy Lake CDP, Minnesota","74","8","0","62","0","0","0","4"
"1600000US2769700","West St. Paul city, Minnesota","19540","15247","1164","167","424","11","1690","837"
"1600000US2769736","West Union city, Minnesota","111","110","0","0","0","0","0","1"
"1600000US2769844","Wheaton city, Minnesota","1424","1387","8","10","1","1","3","14"
"1600000US2769880","Whipholt CDP, Minnesota","99","97","0","2","0","0","0","0"
"1600000US2769970","White Bear Lake city, Minnesota","23797","21433","589","97","842","5","226","605"
"1600000US2770006","White Earth CDP, Minnesota","580","29","0","517","1","0","1","32"
"1600000US2770258","Wilder city, Minnesota","60","60","0","0","0","0","0","0"
"1600000US2770366","Willernie city, Minnesota","507","457","5","6","2","0","6","31"
"1600000US2770402","Williams city, Minnesota","191","182","2","1","5","0","1","0"
"1600000US2770582","Wilmont city, Minnesota","339","325","7","1","2","0","1","3"
"1600000US2770420","Willmar city, Minnesota","19610","17037","933","93","111","15","1066","355"
"1600000US2770492","Willow River city, Minnesota","415","397","1","6","0","0","1","10"
"1600000US2770708","Wilton city, Minnesota","204","187","0","3","3","0","0","11"
"1600000US2770798","Windom city, Minnesota","4646","4277","64","12","55","15","170","53"
"1600000US2770870","Winger city, Minnesota","220","212","0","5","1","0","0","2"
"1600000US2770924","Winnebago city, Minnesota","1437","1372","2","9","2","0","37","15"
"1600000US2771032","Winona city, Minnesota","27592","25664","528","73","808","2","147","370"
"1600000US2771086","Winsted city, Minnesota","2355","2296","11","8","2","3","21","14"
"1600000US2771122","Winthrop city, Minnesota","1399","1306","7","10","7","0","54","15"
"1600000US2771140","Winton city, Minnesota","172","170","0","0","0","0","0","2"
"1600000US2771338","Wolf Lake city, Minnesota","57","55","0","0","0","0","0","2"
"1600000US2771392","Wolverton city, Minnesota","142","136","0","0","0","0","0","6"
"1600000US2771428","Woodbury city, Minnesota","61961","50462","3487","171","5660","15","592","1574"
"1600000US2771446","Wood Lake city, Minnesota","439","406","0","20","0","0","7","6"
"1600000US2771500","Woodland city, Minnesota","437","429","1","0","2","0","1","4"
"1600000US4528060","Gaffney city, South Carolina","12414","6214","5673","31","108","11","180","197"
"1600000US4528455","Garden City CDP, South Carolina","9209","8776","153","25","28","13","81","133"
"1600000US4528780","Gaston town, South Carolina","1645","1387","151","6","7","1","41","52"
"1600000US4528825","Gayle Mill CDP, South Carolina","913","384","505","5","5","0","3","11"
"1600000US4528870","Georgetown city, South Carolina","9163","3461","5192","20","60","5","307","118"
"1600000US4529050","Gilbert town, South Carolina","565","504","19","2","0","0","39","1"
"1600000US4529275","Glendale CDP, South Carolina","307","290","9","0","2","0","4","2"
"1600000US4529410","Gloverville CDP, South Carolina","2831","2290","382","21","6","0","46","86"
"1600000US4529635","Golden Grove CDP, South Carolina","2467","1813","533","4","10","1","49","57"
"1600000US4529815","Goose Creek city, South Carolina","35938","25605","6560","184","1340","47","925","1277"
"1600000US4530355","Gray Court town, South Carolina","795","358","332","2","0","1","88","14"
"1600000US4529950","Govan town, South Carolina","65","39","23","1","0","0","0","2"
"1600000US4530220","Gramling CDP, South Carolina","86","73","4","1","0","0","7","1"
"1600000US4530265","Graniteville CDP, South Carolina","2614","1706","748","17","1","2","74","66"
"1600000US4530490","Great Falls town, South Carolina","1979","1315","620","0","0","0","4","40"
"1600000US4530535","Greeleyville town, South Carolina","438","124","302","0","0","0","2","10"
"1600000US4530850","Greenville city, South Carolina","58409","37356","17519","148","793","54","1486","1053"
"1600000US4530895","Greenwood city, South Carolina","23222","10367","10389","89","235","15","1802","325"
"1600000US4530985","Greer city, South Carolina","25515","18071","4405","67","570","14","1847","541"
"1600000US4531885","Hampton town, South Carolina","2808","1415","1280","14","55","1","19","24"
"1600000US4532065","Hanahan city, South Carolina","17997","13445","2494","110","620","15","797","516"
"1600000US4532965","Heath Springs town, South Carolina","790","356","418","1","2","1","6","6"
"1600000US4532560","Hartsville city, South Carolina","7764","3960","3598","17","64","4","41","80"
"1600000US4532245","Hardeeville city, South Carolina","2952","1291","1024","23","58","0","475","81"
"1600000US4532335","Harleyville town, South Carolina","677","442","218","3","4","0","2","8"
"1600000US4743640","Lookout Mountain town, Tennessee","1832","1772","22","2","16","0","1","19"
"1600000US4744300","Luttrell town, Tennessee","1074","1042","2","3","0","0","0","27"
"1600000US4745100","McMinnville city, Tennessee","13605","11521","582","49","127","5","1027","294"
"1600000US4743820","Louisville city, Tennessee","2439","2333","45","6","11","1","14","29"
"1600000US4743700","Loretto city, Tennessee","1714","1650","4","7","7","0","26","20"
"1600000US4743780","Loudon town, Tennessee","5381","4475","158","12","63","6","588","79"
"1600000US4744360","Lyles CDP, Tennessee","734","687","23","4","3","0","3","14"
"1600000US4744382","Lynchburg, Moore County metropolitan government; Tennessee","6362","6068","145","17","26","1","32","73"
"1600000US4744420","Lynnville town, Tennessee","287","263","23","0","0","0","0","1"
"1600000US4744840","McEwen city, Tennessee","1750","1719","1","5","4","0","4","17"
"1600000US4745000","McLemoresville town, Tennessee","352","313","33","0","1","0","0","5"
"1600000US4745320","Madisonville city, Tennessee","4577","4227","162","10","23","1","56","98"
"1600000US4746240","Martin city, Tennessee","11473","8899","1936","22","329","5","73","209"
"1600000US4746380","Maryville city, Tennessee","27465","25266","887","92","420","9","297","494"
"1600000US4746400","Mascot CDP, Tennessee","2411","2263","78","3","3","1","13","50"
"1600000US4748000","Memphis city, Tennessee","646889","190120","409687","1549","10146","300","26163","8924"
"1600000US4744940","McKenzie city, Tennessee","5310","4264","835","15","17","5","67","107"
"1600000US4745500","Manchester city, Tennessee","10102","9135","347","21","116","8","273","202"
"1600000US4746420","Mason town, Tennessee","1609","459","1016","1","3","0","113","17"
"1600000US4746540","Maury City town, Tennessee","674","441","173","0","1","0","46","13"
"1600000US4746700","Maynardville city, Tennessee","2413","2357","2","9","5","0","10","30"
"1600000US4747000","Medina city, Tennessee","3479","3182","179","4","11","0","62","41"
"1600000US4747020","Medon city, Tennessee","178","167","9","2","0","0","0","0"
"1600000US4748180","Michie town, Tennessee","591","584","1","1","2","0","1","2"
"1600000US4748340","Middleton city, Tennessee","706","564","121","3","5","0","1","12"
"1600000US4748360","Middle Valley CDP, Tennessee","12684","11914","285","38","252","1","58","136"
"1600000US4749360","Minor Hill city, Tennessee","537","520","9","0","1","0","5","2"
"1600000US4748460","Midtown CDP, Tennessee","1360","1286","49","7","7","0","4","7"
"1600000US4748660","Milan city, Tennessee","7851","5769","1792","26","28","0","77","159"
"1600000US4748920","Milledgeville town, Tennessee","265","248","7","3","1","0","2","4"
"1600000US4748980","Millersville city, Tennessee","6440","5854","259","20","49","7","126","125"
"1600000US4749060","Millington city, Tennessee","10176","6638","2610","62","241","19","288","318"
"1600000US4749460","Mitchellville city, Tennessee","189","185","3","0","0","0","1","0"
"1600000US4749740","Monteagle town, Tennessee","1192","1127","28","5","17","0","0","15"
"1600000US4749760","Monterey town, Tennessee","2850","2365","10","28","13","14","386","34"
"1600000US4749940","Mooresburg CDP, Tennessee","941","927","3","6","0","0","1","4"
"1600000US4750220","Morrison town, Tennessee","694","539","40","0","0","0","100","15"
"1600000US4750400","Mountain City town, Tennessee","2531","2451","25","5","5","1","18","26"
"1600000US4750280","Morristown city, Tennessee","29137","22504","1945","146","250","44","3453","795"
"1600000US4750300","Moscow city, Tennessee","556","234","314","0","0","1","4","3"
"1600000US2689320","Zilwaukee city, Michigan","1658","1530","62","8","5","0","27","26"
"1600000US2700316","Afton city, Minnesota","2886","2693","19","12","123","2","16","21"
"1600000US2700694","Albert Lea city, Minnesota","18016","16213","204","49","204","15","949","382"
"1600000US2702422","Ashby city, Minnesota","446","425","8","0","2","0","1","10"
"1600000US2700190","Adams city, Minnesota","787","774","0","0","0","0","4","9"
"1600000US2700496","Akeley city, Minnesota","432","410","1","9","4","0","0","8"
"1600000US2700838","Alden city, Minnesota","661","639","0","3","0","3","10","6"
"1600000US2701486","Andover city, Minnesota","30598","28525","518","104","683","3","185","580"
"1600000US2701720","Anoka city, Minnesota","17142","15082","805","168","301","2","277","507"
"1600000US2701900","Apple Valley city, Minnesota","49084","41121","2689","191","2611","34","984","1454"
"1600000US2703682","Barrett city, Minnesota","415","415","0","0","0","0","0","0"
"1600000US2700928","Alexandria city, Minnesota","11070","10664","94","44","77","2","38","151"
"1600000US2701162","Alpha city, Minnesota","116","109","0","0","3","0","1","3"
"1600000US2701324","Amboy city, Minnesota","534","517","7","1","2","0","6","1"
"1600000US2702548","Askov city, Minnesota","364","354","0","1","1","0","0","8"
"1600000US2702692","Atwater city, Minnesota","1133","1101","1","1","3","0","23","4"
"1600000US2702908","Austin city, Minnesota","24718","21466","749","79","599","39","1191","595"
"1600000US2703124","Backus city, Minnesota","250","237","0","2","0","1","1","9"
"1600000US2703196","Bagley city, Minnesota","1392","1170","8","156","5","0","2","51"
"1600000US2703250","Balaton city, Minnesota","643","625","3","3","0","0","3","9"
"1600000US2700172","Ada city, Minnesota","1707","1620","3","19","9","0","24","32"
"1600000US2703574","Barnesville city, Minnesota","2563","2519","5","6","5","2","6","20"
"1600000US2700262","Adrian city, Minnesota","1209","1152","5","0","14","0","13","25"
"1600000US2702872","Aurora city, Minnesota","1682","1652","4","8","2","0","0","16"
"1600000US2703106","Babbitt city, Minnesota","1475","1447","0","5","3","0","1","19"
"1600000US2700622","Albany city, Minnesota","2561","2500","4","5","6","1","19","26"
"1600000US2703070","Avon city, Minnesota","1396","1366","4","5","9","0","7","5"
"1600000US2700676","Alberta city, Minnesota","103","103","0","0","0","0","0","0"
"1600000US2811580","Carrollton town, Mississippi","190","172","17","1","0","0","0","0"
"1600000US2811780","Carthage city, Mississippi","5075","2006","2384","178","11","0","430","66"
"1600000US2812900","Charleston city, Mississippi","2193","575","1598","2","7","0","0","11"
"1600000US2813580","Chunky town, Mississippi","326","308","1","0","1","0","16","0"
"1600000US2814580","Coahoma town, Mississippi","377","3","374","0","0","0","0","0"
"1600000US2704204","Beardsley city, Minnesota","233","232","0","1","0","0","0","0"
"1600000US2813700","Clara CDP, Mississippi","410","392","7","2","0","0","0","9"
"1600000US2813820","Clarksdale city, Mississippi","17962","3496","14184","21","102","0","68","91"
"1600000US2814140","Cleary CDP, Mississippi","1544","1445","84","2","2","0","5","6"
"1600000US2814420","Clinton city, Mississippi","25216","15163","8542","56","1029","6","169","251"
"1600000US2814740","Coffeeville town, Mississippi","905","376","503","0","6","0","2","18"
"1600000US2814900","Coldwater town, Mississippi","1677","376","1269","7","3","0","10","12"
"1600000US2815180","Collinsville CDP, Mississippi","1948","1640","255","1","14","0","16","22"
"1600000US2815500","Como town, Mississippi","1279","341","930","0","0","0","2","6"
"1600000US2815340","Columbia city, Mississippi","6582","3691","2667","16","52","2","67","87"
"1600000US2815380","Columbus city, Mississippi","23640","8842","14187","42","164","3","145","257"
"1600000US2815420","Columbus AFB CDP, Mississippi","1373","1069","161","2","46","20","25","50"
"1600000US2815540","Conehatta CDP, Mississippi","1342","207","85","1022","1","0","3","24"
"1600000US2815980","Courtland town, Mississippi","511","230","279","0","0","0","0","2"
"1600000US2816420","Crawford town, Mississippi","641","51","576","4","0","0","0","10"
"1600000US2816460","Crenshaw town, Mississippi","885","191","683","1","0","0","7","3"
"1600000US2818180","Decatur town, Mississippi","1841","1172","629","16","5","0","4","15"
"1600000US2816620","Crosby town, Mississippi","318","62","253","1","0","0","0","2"
"1600000US2817060","Crystal Springs city, Mississippi","5044","1864","3097","9","15","0","34","25"
"1600000US2817700","Darling CDP, Mississippi","226","32","189","0","0","0","5","0"
"1600000US2818340","De Kalb town, Mississippi","1164","378","777","0","0","0","0","9"
"1600000US2818420","DeLisle CDP, Mississippi","1147","619","468","1","12","0","14","33"
"1600000US2818940","Derma town, Mississippi","1025","379","625","1","0","0","13","7"
"1600000US2819100","Diamondhead CDP, Mississippi","8425","7915","243","34","92","9","28","104"
"1600000US2820260","Duck Hill town, Mississippi","732","224","495","3","0","0","1","9"
"1600000US2819340","D'Lo town, Mississippi","452","331","113","1","0","4","0","3"
"1600000US2819420","Doddsville town, Mississippi","98","9","89","0","0","0","0","0"
"1600000US2820020","Drew city, Mississippi","1927","308","1606","3","4","0","0","6"
"1600000US2820380","Duncan town, Mississippi","423","115","308","0","0","0","0","0"
"1600000US2821580","Edwards town, Mississippi","1034","160","855","7","1","0","5","6"
"1600000US2808300","Brandon city, Mississippi","21705","17495","3659","39","213","13","112","174"
"1600000US2809460","Bude town, Mississippi","1063","480","564","2","0","0","3","14"
"1600000US2811820","Cary town, Mississippi","313","109","200","1","2","0","0","1"
"1600000US2812740","Centreville town, Mississippi","1684","392","1289","0","0","0","1","2"
"1600000US2814260","Cleveland city, Mississippi","12334","5859","6189","6","118","10","60","92"
"1600000US5326735","Gig Harbor city, Washington","7126","6431","83","46","174","33","100","259"
